Ontology transportation.incoherent.xml
1157/2380 tiên đề logic
Số khái niệm không thoả được: 62
Số khái niệm: 445
Số tiên đề tri thức nền ban đầu: 1015
OpenTopRailcar ⊑ Ambulance: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Street ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
PetroleumProduct ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Axle ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
OreCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
SetOrClass ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ElectronicSignalling ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShipBerthing ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LiquefiedPetroleumGas ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Dredger ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
TransportationAuthority ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ElectricMotor ⊑ PusherTug: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
Streetcar ⊑ PusherTug: Rejected (k=3, nAx=1113, nAxPerStep=32.7)
CargoHandling ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
GeneralCargoShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
ElectrifiedRailwayCar ⊑ PusherTug: Rejected (k=5, nAx=1115, nAxPerStep=20.0)
VolumeMeasure ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Hole ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Expressway ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
GliderAirplane ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
IntentionalProcess ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TrainAssembly ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PartialContainerShip ⊑ PusherTug: NA_ODP (k=13, nAx=1136, nAxPerStep=9.3, nDeltaODP = 98)
RegulatoryProcess ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LiquefiedGasAndChemicalTankerShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
EmergencyVehicle ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
TrafficSignal ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
Railway ⊑ PusherTug: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
ShipDeck ⊑ PusherTug: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 7)
ElectricDevice ⊑ PusherTug: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
PropellerAirplane ⊑ PusherTug: Rejected (k=3, nAx=1113, nAxPerStep=32.7)
LandArea ⊑ PusherTug: NA_ODP (k=7, nAx=1128, nAxPerStep=16.1, nDeltaODP = 8)
EmergencyRoadVehicle ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Battery ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
RailroadTrack ⊑ PusherTug: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
BusinessRailcar ⊑ PusherTug: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
Container ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Seavan ⊑ PusherTug: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
LandVehicle ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
TransitTerminal ⊑ PusherTug: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
CubicFoot ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AirTransitway ⊑ PusherTug: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
Navigation ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Minivan ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
ShipCabin ⊑ PusherTug: Accepted (k=4, nAx=1115, nAxPerStep=25.0)
OffshoreSupportShip ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Region ⊑ PusherTug: NA_ODP (k=7, nAx=1141, nAxPerStep=18.0, nDeltaODP = 7)
Bridge ⊑ PusherTug: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
Obligation ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LengthMeasure ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
VehicleWheel ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
TrafficControlProcess ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MajorAirCarrier ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AirRoute ⊑ PusherTug: Accepted (k=5, nAx=1116, nAxPerStep=20.2)
SingleValuedRelation ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Gasoline ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CombinationCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Tunnel ⊑ PusherTug: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
Physical ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TextureAttribute ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
DeepwaterPort ⊑ PusherTug: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
RailcarCarrierShip ⊑ PusherTug: NA_ODP (k=13, nAx=1136, nAxPerStep=9.3, nDeltaODP = 98)
FreightCar ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ShipBerth ⊑ PusherTug: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
RollingStock ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Motion ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
NavigationBuoy ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
TankCar ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Coal ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Boxcar ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
RailroadBridge ⊑ PusherTug: Accepted (k=4, nAx=1115, nAxPerStep=25.0)
RadioNavigationBeacon ⊑ PusherTug: NA_ODP (k=6, nAx=1123, nAxPerStep=18.0, nDeltaODP = 8)
DeviceStateAttribute ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MerchantMarine ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Building ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RailroadCompany ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CommonCarrier ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
AidToNavigation ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
Cabotage ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CarDistributionSystem ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PortableBridge ⊑ PusherTug: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
CanalStructure ⊑ PusherTug: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
AirTrafficControlEnRouteCenter ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CableShip ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Canoe ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
FishCarrierShip ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Aircraft ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
HangarBay ⊑ PusherTug: NA_ODP (k=6, nAx=1123, nAxPerStep=18.0, nDeltaODP = 7)
TransitShelter ⊑ PusherTug: NA_ODP (k=10, nAx=1141, nAxPerStep=12.6, nDeltaODP = 6)
SelfPoweredRoadVehicle ⊑ PusherTug: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
PassportControl ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CabCar ⊑ PusherTug: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
FireEngine ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Kayak ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
FishingVessel ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
RocketEngine ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
TransitwayJunction ⊑ PusherTug: NA_ODP (k=10, nAx=1141, nAxPerStep=12.6, nDeltaODP = 7)
PlaningHullWatercraft ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
Attaching ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Certificate ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FlagOfConvenienceRegister ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
StandardGaugeRailway ⊑ PusherTug: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
ResearchShip ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Passport ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
HopperDredger ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Train ⊑ PusherTug: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
VehicleRegistration ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShipHull ⊑ PusherTug: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 7)
CruiseShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Crane ⊑ PusherTug: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
AnimalPoweredVehicle ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
VehicleClassForFHWA ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
LandTransitway ⊑ PusherTug: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
EtiologicAgent ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
TrackGauge ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CommercialShipping ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RegistryTon ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MaterialHandlingEquipment ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
HalfHeightContainer ⊑ PusherTug: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
CementCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Cycle-TransportationDevice ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
PetroleumPipeline ⊑ PusherTug: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
GreatLakesShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
DeepDraftWaterArea ⊑ PusherTug: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
MetricTon ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CargoManifest ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
GovernmentOrganization ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PersonalWatercraft ⊑ PusherTug: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 7)
Address ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ContentBearingObject ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
BillOfLading ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ShipAgent ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CommercialAirport ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
LongTon ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
BulkCargo ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PositionalAttribute ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Tugboat ⊑ PusherTug: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
Communication ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PortFacility ⊑ PusherTug: NA_ODP (k=8, nAx=1141, nAxPerStep=15.8, nDeltaODP = 7)
SleeperRailcar ⊑ PusherTug: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
SymbolicString ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Ship ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
HumanHabitationArtifact ⊑ PusherTug: NA_ODP (k=10, nAx=1141, nAxPerStep=12.6, nDeltaODP = 6)
CargoContainer ⊑ PusherTug: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
UnpavedRunway ⊑ PusherTug: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
OceanLiner ⊑ PusherTug: Accepted (k=3, nAx=1115, nAxPerStep=33.3)
Position ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PortCity ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
City ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Drawbridge ⊑ PusherTug: NA_ODP (k=12, nAx=1142, nAxPerStep=10.6, nDeltaODP = 7)
TransitRoute ⊑ PusherTug: NA_ODP (k=10, nAx=1141, nAxPerStep=12.6, nDeltaODP = 7)
ChemicalAndPetroleumTankerShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
Bicycle ⊑ PusherTug: NA_ODP (k=9, nAx=1136, nAxPerStep=13.4, nDeltaODP = 98)
DualGaugeRailway ⊑ PusherTug: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
CommercialAgent ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
CanalSystem ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Engine ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
Collection ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
PrivateRailcar ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
HeadEndCar ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ElectrifiedRailway ⊑ PusherTug: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
RoadVehicle ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
InternationalOrganization ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CIAAirportLengthClassification ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MassMeasure ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Watercraft ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
NarrowGaugeRailway ⊑ PusherTug: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
DeepDraftPortCity ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PavedRunway ⊑ PusherTug: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
DieselFuel ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Helicopter ⊑ PusherTug: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 7)
PetroleumProductPipeline ⊑ PusherTug: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
FlightSchedule ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
FixedBridge ⊑ PusherTug: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
TurbojetEngine ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
Sailboat ⊑ PusherTug: NA_ODP (k=10, nAx=1136, nAxPerStep=12.1, nDeltaODP = 98)
Bus ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
Roadway ⊑ PusherTug: Accepted (k=4, nAx=1115, nAxPerStep=25.0)
WhalingShip ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
Guiding ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ClassIRailroad ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
NationalShipRegister ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Bulkhead ⊑ PusherTug: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
DeckCrane ⊑ PusherTug: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
Truck ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
SelfPoweredVehicle ⊑ PusherTug: NA_ODP (k=4, nAx=1115, nAxPerStep=25.0, nDeltaODP = 87)
Heliport ⊑ PusherTug: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
CanalLockGate ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
SeaLane ⊑ PusherTug: NA_ODP (k=11, nAx=1141, nAxPerStep=11.5, nDeltaODP = 7)
PortCrane ⊑ PusherTug: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
RiverPort ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MultifunctionalLargeLoadCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
DryBulkCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
GondolaRailcar ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
LocomotiveCoalCar ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
BargeCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
DromedaryContainer ⊑ PusherTug: NA_ODP (k=8, nAx=1136, nAxPerStep=15.1, nDeltaODP = 98)
CaseRole ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
VehicleCrew ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
MovingViolation ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
RadarFacility ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
OneWayTransitway ⊑ PusherTug: NA_ODP (k=9, nAx=1141, nAxPerStep=14.0, nDeltaODP = 7)
SelfDischargingBulkCarrierShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
ContainerHandlingEquipment ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
ClassIIRailroad ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Airplane ⊑ PusherTug: Rejected (k=6, nAx=1116, nAxPerStep=16.8)
BroadGaugeRailway ⊑ PusherTug: NA_ODP (k=12, nAx=1141, nAxPerStep=10.5, nDeltaODP = 7)
StationaryArtifact ⊑ PusherTug: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
Radar ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
UnitOfMeasure ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
ContainerAndRoRoCargoShip ⊑ PusherTug: Accepted (k=3, nAx=1115, nAxPerStep=33.3)
Lighter ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
PortDetention ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
GalleryCar ⊑ PusherTug: NA_ODP (k=15, nAx=1157, nAxPerStep=9.5, nDeltaODP = 98)
PalletizedCargoShip ⊑ PusherTug: NA_ODP (k=12, nAx=1136, nAxPerStep=10.1, nDeltaODP = 98)
IntermodalTransportationSystem ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
PassengerAndLandingCraft ⊑ PusherTug: NA_ODP (k=5, nAx=1122, nAxPerStep=21.4, nDeltaODP = 8)
TransitwayState ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
⊤ ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
WaterArea ⊑ PusherTug: NA_ODP (k=5, nAx=1123, nAxPerStep=21.6, nDeltaODP = 8)
FishFactoryShip ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
ClassIIIRailroad ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
CanalLock ⊑ PusherTug: NA_ODP (k=5, nAx=1128, nAxPerStep=22.6, nDeltaODP = 7)
Vehicle ⊑ PusherTug: NA_ODP (k=9, nAx=1136, nAxPerStep=13.4, nDeltaODP = 98)
TransitStop ⊑ PusherTug: NA_ODP (k=7, nAx=1141, nAxPerStep=18.0, nDeltaODP = 7)
WindPoweredDevice ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
RoadTransportationSystem ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
License ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
UserPoweredDevice ⊑ PusherTug: NA_ODP (k=4, nAx=1122, nAxPerStep=26.8, nDeltaODP = 8)
DangerousGoods ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
Automobile ⊑ PusherTug: NA_ODP (k=4, nAx=1121, nAxPerStep=26.5, nDeltaODP = 8)
ShipCompartment ⊑ PusherTug: NA_ODP (k=6, nAx=1123, nAxPerStep=18.0, nDeltaODP = 7)
DisplacementHullWatercraft ⊑ PusherTug: NA_ODP (k=11, nAx=1136, nAxPerStep=11.0, nDeltaODP = 98)
TimeInterval ⊑ PusherTug: NA_ODP (k=3, nAx=1121, nAxPerStep=35.3, nDeltaODP = 8)
