Ontology transportation.incoherent.xml
1157/2380 tiên đề logic
Số khái niệm không thoả được: 62
Số khái niệm: 445
Số tiên đề tri thức nền ban đầu: 1015
Ambulance ⊑ OpenTopRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ LandTransitway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ EtiologicAgent: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TrackGauge: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CommercialShipping: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RegistryTon: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ MaterialHandlingEquipment: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ HalfHeightContainer: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CementCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Cycle-TransportationDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PetroleumPipeline: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ GreatLakesShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DeepDraftWaterArea: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ MetricTon: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CargoManifest: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ GovernmentOrganization: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PersonalWatercraft: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Address: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ContentBearingObject: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ BillOfLading: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ShipAgent: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CommercialAirport: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ LongTon: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ BulkCargo: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PositionalAttribute: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Tugboat: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Communication: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PortFacility: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ SleeperRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ SymbolicString: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Ship: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ HumanHabitationArtifact: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CargoContainer: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ UnpavedRunway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ OceanLiner: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Position: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PortCity: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ City: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Drawbridge: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TransitRoute: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PusherTug: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ChemicalAndPetroleumTankerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Bicycle: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DualGaugeRailway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CommercialAgent: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CanalSystem: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Engine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Collection: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PrivateRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ HeadEndCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ElectrifiedRailway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RoadVehicle: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ InternationalOrganization: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CIAAirportLengthClassification: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ MassMeasure: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Watercraft: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ NarrowGaugeRailway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DeepDraftPortCity: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PavedRunway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DieselFuel: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Helicopter: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PetroleumProductPipeline: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FlightSchedule: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FixedBridge: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TurbojetEngine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Sailboat: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Bus: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ Roadway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ WhalingShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Guiding: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ClassIRailroad: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ NationalShipRegister: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Bulkhead: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DeckCrane: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Truck: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ SelfPoweredVehicle: Accepted (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ Heliport: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CanalLockGate: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ SeaLane: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PortCrane: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RiverPort: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ MultifunctionalLargeLoadCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DryBulkCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ GondolaRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ LocomotiveCoalCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ BargeCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DromedaryContainer: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CaseRole: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ VehicleCrew: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ MovingViolation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RadarFacility: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ OneWayTransitway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ SelfDischargingBulkCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ContainerHandlingEquipment: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ClassIIRailroad: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Airplane: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ BroadGaugeRailway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ StationaryArtifact: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Radar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ UnitOfMeasure: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ContainerAndRoRoCargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Lighter: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PortDetention: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ GalleryCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PalletizedCargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ IntermodalTransportationSystem: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PassengerAndLandingCraft: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TransitwayState: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ⊤: Accepted (k=2, nAx=1016, nAxPerStep=0.5)
Minivan ⊑ WaterArea: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FishFactoryShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ClassIIIRailroad: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CanalLock: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Vehicle: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TransitStop: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ WindPoweredDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RoadTransportationSystem: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ License: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ UserPoweredDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DangerousGoods: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Automobile: Accepted (k=3, nAx=1017, nAxPerStep=0.7)
Minivan ⊑ ShipCompartment: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DisplacementHullWatercraft: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TimeInterval: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Canal: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Artifact: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Locomotive: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ WaterwayJunction: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Windmill: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ OrganizationalProcess: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ SludgeDisposalVessel: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Attribute: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TrafficLight: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Transportation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TruckTractor: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ UnsurfacedRoadway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Machine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RailTransportationSystem: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DeonticAttribute: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Railcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PassengerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Agent: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DeckCargo: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ AsymmetricRelation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ JetEngine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ GasolineEngine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Freighter: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RollOnRollOffCargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ IrreflexiveRelation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ NaturalGasPipeline: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ OffshoreShipRegister: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ GeopoliticalArea: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Ambulance: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ ScaleTestCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ OutfitCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FiveWellStackCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ModeOfTransit: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ SingleTrafficLane: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ContractCarrier: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FlatRackContainer: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ LightTruck: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ InternationalLaw: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PortEmbargo: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ContainerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TrainStation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Airport: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ LegalCharge: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Translocation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ InternalShipRegister: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ IntermodalTransportation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Arriving: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ LiquefiedGasTankerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ InternalCombustionEngine: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CoachRailcar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TakingOff: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ GeographicArea: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ MilitaryVan: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ UreaCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RadarOrSonar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Catamaran: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CommercialCarrier: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Trail: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Dam: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Substance: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DepartmentOfTransportation: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ LivestockCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ MerchantMarineShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ VehicleCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TransportationSystem: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FHWAVehicleClass5: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ FHWAVehicleClass6: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ FHWAVehicleClass7: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ FHWAVehicleClass8: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ Transitway: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FHWAVehicleClass1: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PetroleumTankerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FHWAVehicleClass2: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ LocalTransitSystem: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FHWAVehicleClass4: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DrillingShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ BinaryPredicate: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RoadJunction: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FHWAVehicleClass9: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ FullSizeVan: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ WoodChipsCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ DryBulkCargo: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ MaritimeBlockade: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ShippingChannel: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ ShortSeaPassengerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Profession: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RailwayTerminal: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TransportationDevice: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CrewDormCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Signalling: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ MotorScooter: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ CombinationOreAndOilCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ FishingTrawler: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ NavigationLight: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CommercialService: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ RefrigeratedCargoShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Managing: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TransportationSchedule: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TurbopropAirplane: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ Making: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ JetAirplane: Rejected (k=4, nAx=1113, nAxPerStep=24.5)
Minivan ⊑ Motorboat: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Pipeline: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Ramp: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ AirTrafficControlProcedure: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ PassengerCar: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TransportationCompany: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ CombinationBulkAndOilCarrierShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ TerminalBuilding: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ Keeping: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ AirTrafficControlCenter: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ UserPoweredVehicle: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
Minivan ⊑ IceBreakerShip: NA_ODP (k=5, nAx=1121, nAxPerStep=21.2, nDeltaODP = 8)
